EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER,,,
5446340,RANDOLPH CO.,WADLEY,4/30/05,526,Tornado, ,F1,0,0,18000,0,AL,CST, ,1188525,C,111,BMX,0,0,NWS STORM SURVEY, ,2.7,200,5,SW,5,SW,WADLEY,4/30/05,529,33.06667,-85.61667,33.08333,-85.58333,,"National Weather Service meteorologists surveyed the tornado damage that started over extreme northern Tallapoosa
County, about 2.2 miles northwest of Goldville. It appears the tornado began at 614 AM CDT. There was F0 damage,
in the form of scattered tree damage, from Vine Road just south of the Clay County line, east to near Highway 49.
The damage increased to F1 damage along Highway 49, especially to the southeast of the highway. There were 
several dozen trees snapped and uprooted, with many signs of convergence in the pattern of fallen trees. 
There were a few broken windows in two houses, and one house had its carport lifted up off most of its support
columns. In the same area of concentrated damage, four chicken houses sustained significant roof damage, and the
tin was blown down the tornado track for about 100 yards. The chicken houses were just north of the county line,
in Clay County. The tornado damage path was about 200 yards wide at this point. This damage occurred around 618 AM
CDT. The tornado path continued to the east with more trees blown down along the Tallapoosa-Clay county line, 
including across Simpson Road and County Road 79. As it crossed County Road 79, around 627 AM CDT, the damage was
along the Tallapoosa-Randolph county line. The damage path entered extreme northwest Chambers County, around 630 AM,
along and north of Highway 22. At this point the tornado track ran parallel to Highway 22 all the way to Wadley,
on a northeast track. Three brick buildings were significantly damaged in downtown Wadley, about 100 yards north 
of the Highway 22/77 intersection, on the east side of Highway 77. The southern most building, built in 1925, 
sustained a fire several years ago and was condemned. The fire had gutted the two-story building, and only the 
four walls were left standing. There was no roof on this building and it was taller than the two adjacent and 
attached buildings. The tornado significantly damaged at least two of the walls, and the top of the building 
toppled over onto the adjacent buildings, causing more damage. Since the integrity of the building had already
been compromised, it was determined the damage was consistent with F0/F1 wind speeds. The tornado continued 
northeast across the Tallapoosa River and knocked down more trees near the intersection of County Road 33 and 
County Road 828, near Louina. The total damage path of the tornado was 17.1 miles long and 200 yards wide
at its widest point. For purposes of this write-up, the tornado occurred in two counties at the same time because 
its placement was directly on the county lines.  

Begin:	33 06.25/85 48.71	End:	33 07.39/85 33.03",46,,,
5446341,CHAMBERS CO.,MILLTOWN,4/30/05,529,Tornado, ,F1,0,0,3000,0,AL,CST, ,1188525,C,17,BMX,0,0,NWS STORM SURVEY, ,1,200,7,NW,7,NW,MILLTOWN,4/30/05,530,33.11667,-85.55,33.11667,-85.55,,"National Weather Service meteorologists surveyed the tornado damage that started over extreme northern Tallapoosa
County, about 2.2 miles northwest of Goldville. It appears the tornado began at 614 AM CDT. There was F0 damage,
in the form of scattered tree damage, from Vine Road just south of the Clay County line, east to near Highway 49.
The damage increased to F1 damage along Highway 49, especially to the southeast of the highway. There were 
several dozen trees snapped and uprooted, with many signs of convergence in the pattern of fallen trees. 
There were a few broken windows in two houses, and one house had its carport lifted up off most of its support
columns. In the same area of concentrated damage, four chicken houses sustained significant roof damage, and the
tin was blown down the tornado track for about 100 yards. The chicken houses were just north of the county line,
in Clay County. The tornado damage path was about 200 yards wide at this point. This damage occurred around 618 AM
CDT. The tornado path continued to the east with more trees blown down along the Tallapoosa-Clay county line, 
including across Simpson Road and County Road 79. As it crossed County Road 79, around 627 AM CDT, the damage was
along the Tallapoosa-Randolph county line. The damage path entered extreme northwest Chambers County, around 630 AM,
along and north of Highway 22. At this point the tornado track ran parallel to Highway 22 all the way to Wadley,
on a northeast track. Three brick buildings were significantly damaged in downtown Wadley, about 100 yards north 
of the Highway 22/77 intersection, on the east side of Highway 77. The southern most building, built in 1925, 
sustained a fire several years ago and was condemned. The fire had gutted the two-story building, and only the 
four walls were left standing. There was no roof on this building and it was taller than the two adjacent and 
attached buildings. The tornado significantly damaged at least two of the walls, and the top of the building 
toppled over onto the adjacent buildings, causing more damage. Since the integrity of the building had already
been compromised, it was determined the damage was consistent with F0/F1 wind speeds. The tornado continued 
northeast across the Tallapoosa River and knocked down more trees near the intersection of County Road 33 and 
County Road 828, near Louina. The total damage path of the tornado was 17.1 miles long and 200 yards wide
at its widest point. For purposes of this write-up, the tornado occurred in two counties at the same time because 
its placement was directly on the county lines.  

Begin:	33 06.25/85 48.71	End:	33 07.39/85 33.03",47,,,
5446342,RANDOLPH CO.,WADLEY,4/30/05,530,Tornado, ,F1,0,0,60000,0,AL,CST, ,1188525,C,111,BMX,0,0,NWS STORM SURVEY, ,2.2,200,1,S,1,S,WADLEY,4/30/05,533,33.1,-85.55,33.13333,-85.53333,,"National Weather Service meteorologists surveyed the tornado damage that started over extreme northern Tallapoosa
County, about 2.2 miles northwest of Goldville. It appears the tornado began at 614 AM CDT. There was F0 damage,
in the form of scattered tree damage, from Vine Road just south of the Clay County line, east to near Highway 49.
The damage increased to F1 damage along Highway 49, especially to the southeast of the highway. There were 
several dozen trees snapped and uprooted, with many signs of convergence in the pattern of fallen trees. 
There were a few broken windows in two houses, and one house had its carport lifted up off most of its support
columns. In the same area of concentrated damage, four chicken houses sustained significant roof damage, and the
tin was blown down the tornado track for about 100 yards. The chicken houses were just north of the county line,
in Clay County. The tornado damage path was about 200 yards wide at this point. This damage occurred around 618 AM
CDT. The tornado path continued to the east with more trees blown down along the Tallapoosa-Clay county line, 
including across Simpson Road and County Road 79. As it crossed County Road 79, around 627 AM CDT, the damage was
along the Tallapoosa-Randolph county line. The damage path entered extreme northwest Chambers County, around 630 AM,
along and north of Highway 22. At this point the tornado track ran parallel to Highway 22 all the way to Wadley,
on a northeast track. Three brick buildings were significantly damaged in downtown Wadley, about 100 yards north 
of the Highway 22/77 intersection, on the east side of Highway 77. The southern most building, built in 1925, 
sustained a fire several years ago and was condemned. The fire had gutted the two-story building, and only the 
four walls were left standing. There was no roof on this building and it was taller than the two adjacent and 
attached buildings. The tornado significantly damaged at least two of the walls, and the top of the building 
toppled over onto the adjacent buildings, causing more damage. Since the integrity of the building had already
been compromised, it was determined the damage was consistent with F0/F1 wind speeds. The tornado continued 
northeast across the Tallapoosa River and knocked down more trees near the intersection of County Road 33 and 
County Road 828, near Louina. The total damage path of the tornado was 17.1 miles long and 200 yards wide
at its widest point. For purposes of this write-up, the tornado occurred in two counties at the same time because 
its placement was directly on the county lines.  

Begin:	33 06.25/85 48.71	End:	33 07.39/85 33.03",48,,,
5446418,LOWNDES CO.,WHITE HALL,4/30/05,552,Tornado, ,F1,0,1,110000,0,AL,CST, ,1188529,C,85,BMX,0,0,NWS STORM SURVEY, ,1.6,50,4,SW,4,SW,WHITE HALL,4/30/05,553,32.28333,-86.78333,32.3,-86.76667,"National Weather Service meteorologists surveyed the damage across northwestern Lowndes County. It was determined that the damage was the result of a tornado that has been rated F1 on the Fujita Scale. The tornado first touched down near Mount Gillard Church, near the Intersection of US 80 and CR 17 around 652 AM CDT. It stayed on the ground for only about a minute, before lifting around 653 AM CDT. The total path length was 1.6 miles with a width of 50 yards at its widest point. This path was parallel to CR 17, with most of the damage on the northwest side of the road. This tornado, with winds estimated around 100 mph, uprooted or snapped dozens of trees, damaged 2 mobile homes severely...produced minor damage to 3 homes and caused severe roof damage to another home. The side of one of the mobile homes was breached by an unidentified piece of debris, resulting in a 7 foot by 3 foot hole. The most substantial damage to a home consisted of approximately one third of the roof being blown off, which resulted in the partial collapse of an exterior wall. One middle aged man was injured in this home but did not seek medical treatment.  

Begin:	32 16.51/86 44.88	End:	32 17.17/86 43.49",,49,,,
5443553,CRENSHAW CO.,BRADLEYTON,4/30/05,620,Tornado, ,F0,0,0,150000,0,AL,CST, ,1187552,C,41,MOB,0,0,NWS STORM SURVEY, ,4,200, , , , ,BRADLEYTON,4/30/05,624,31.9,-86.25,31.9,-86.18333,"A weak tornado moved across the northeast part of Crenshaw county.  The tornado touched down near Bradleyton and moved almost due east for about four miles.  Most of the damage was to timber with some minor damage to a church and a few homes.  The most damage occurred when a tree fell through an almost new manufactured home and split the home in two.  The tornado dissipated near the Helicon community.  The lady who would have normally been sleeping in the home where the tree fell,  had gone to the hospital for an appointment.  Other people were sleeping on both ends of the home and never knew the tree had split the home in two until someone woke them up.  No one was injured.",,50,,,
5446511,BULLOCK CO.,PEROTE,4/30/05,654,Tornado, ,F0,0,0,45000,0,AL,CST, ,1188539,C,11,BMX,0,0,NWS STORM SURVEY, ,12.6,125,3,N,3,N,PEROTE,4/30/05,710,31.98333,-85.7,32.05,-85.51667,"National Weather Service meteorologists surveyed the damage along CR 14 between Blues Old Stand
and areas just south of Midway. It has been determined that the damage was caused by a tornado.
The tornado has been rated an F0 with winds estimated around 70 miles an hour. The tornado touched
down near Blues Old Stand around 754 AM CDT. The tornado traveled northeast for approximately 12.6
miles before lifting about 2 miles south of Midway around 810 AM CDT. Numerous trees were snapped
off and uprooted along the tornado path. The crossed US 29, SR 239 and ended just before crossing
SR 51. One commercial hunting lodge was damaged and one mobile home sustained roof damage.  

Begin:	31 59.22/85 43.16	End:	32 02.89/85 30.99",,51,,,
5446512,BARBOUR CO.,MT ANDREW,4/30/05,712,Tornado, ,F1,0,0,40000,0,AL,CST, ,1188540,C,5,BMX,0,0,PARK/FOREST SERVICE, ,10,75,2,SE,2,SE,MT ANDREW,4/30/05,719,31.96667,-85.5,32.03333,-85.36667,"The tornado first touched down southeast of Mount Andrew near CR 51 where several trees were blown 
down or snapped off. As the tornado moved northeastward, it gained strength and produced its most 
significant damage around the Barbour County Public Lake. Hundreds of very large trees were snapped 
off or blown down. Some of the trees were at least 4 feet in diameter. One home at the lake sustained 
significant damage due to fallen trees. Two out-buildings, one truck, and several boats were either
damaged or destroyed on the lake property. Two 14ft aluminum boats were picked up and sent flying over
100 yards. Several lake roads were temporarily impassable due to the fallen trees. Numerous trees were
snapped off as the tornado continued northeastward across the Barbour County State Wildlife Management Area. The tornado weakened near the end of the path and only produced light tree damage near US 82 and CR 49. 

Begin:	31 55.82/85 29.82	End:	32 01.96/85 22.68",,52,,,
5450697,OKEECHOBEE CO.,BASINGER,5/3/05,2130,Tornado, ,F0,0,0,0,0,FL,EST, ,1189055,C,93,MLB,0,0,EMERGENCY MANAGER, ,4,40, , , , ,BASINGER,5/3/05,2130,27.38333,-81.03333,27.38333,-81.03333,A small F0 tornado briefly touched down near Basinger blowing over a few trees. One inch hail was also reported in the area.,,53,,,
5454137,LAKE OF THE WOODS CO.,BAUDETTE,5/5/05,1240,Tornado, ,F0,0,0,5000,0,MN,CST, ,1189932,C,77,FGF,0,0,TRAINED SPOTTER, ,0.2,25, , , , ,BAUDETTE,5/5/05,1241,48.71667,-94.6,48.71667,-94.6,A tin roof was blown off a carport on the eastern side of Baudette.  Minor shingle and tree damage also occurred along a two block path.  Wind speeds were estimated to be around 60 mph.,,54,,,
5454139,LAKE OF THE WOODS CO.,CARP,5/5/05,1445,Tornado, ,F0,0,0,0,0,MN,CST, ,1189932,C,77,FGF,0,0,NWS STORM SURVEY, ,5,25,3,ESE,3,ESE,CARP,5/5/05,1500,48.48333,-94.58333,48.45,-94.48333,Intermittent tree damage occurred along the tornado path.,,55,,,
5456424,BLAINE CO.,CAREY,5/5/05,1847,Tornado, ,F0,0,0,9000,0,ID,MST, ,1191013,C,13,PIH,0,0,GENERAL PUBLIC, ,0.5,75,3,WSW,3,WSW,CAREY,5/5/05,1852,43.28333,-114,43.28333,-114,Did damage to two wheel-line irrigation systems and two center pivot irrigation systems.,,56,,,
5456488,BLAINE CO.,CAREY,5/5/05,1851,Tornado, ,F0,0,0,110000,0,ID,MST, ,1191014,C,13,PIH,0,0,GENERAL PUBLIC, ,0.4,50, , , , ,CAREY,5/5/05,1855,43.3,-113.95,43.3,-113.95,M & J Auto Body Repair shop had roof lifted off building.  Top two rows of cinder blocks blew down and some away from structure.  Adamson's Shell Service Station sustained minor roof damage.  One trailer at MK Trailers was lifted by tornado and flew through the air across the road some 100 yards.  Many homes lost roof shingles.  Several metal road signs bent in half.  Many large tree limbs twisted off and/or broken.  Empty gas tank at the airport blown off stand.  Power poles and lines downed.,,57,,,
5454606,WINNEBAGO CO.,OSHKOSH WITTMAN FLD,5/6/05,1524,Tornado, ,F0,0,0,0,0,WI,CST, ,1190080,C,139,GRB,0,0,TRAINED SPOTTER, ,0.8,50,7,ESE,7,ESE,OSHKOSH WITTMAN FLD,5/6/05,1525,43.95,-88.41667,43.93333,-88.4,,"Thunderstorms developed in east central Wisconsin as moisture interacted with a trough that moved into the area.  The storms produced a tornado, numerous reports of large hail and torrential rain.  The tornado touched down over Lake Winnebago and moved southeast across the lake for two and a half miles, from southeast Winnebago county across southwest Calumet county into Fond du Lac county, before dissipating without doing any damage.  Hail up to half dollar size fell in Oshkosh as the storms moved through Winnebago county, causing damage to 24 vehicles and roof damage to 18 homes.  The hail drifted to a foot deep in some locations, requiring shoveling of sidewalks and driveways.  The storms produced an inch of rain in just 15 minutes near Oshkosh.",58,,,
5454607,CALUMET CO.,BROTHERTOWN,5/6/05,1525,Tornado, ,F0,0,0,0,0,WI,CST, ,1190080,C,15,GRB,0,0,TRAINED SPOTTER, ,1.7,50,5,WSW,5,WSW,BROTHERTOWN,5/6/05,1529,43.93333,-88.4,43.93333,-88.35,,"Thunderstorms developed in east central Wisconsin as moisture interacted with a trough that moved into the area.  The storms produced a tornado, numerous reports of large hail and torrential rain.  The tornado touched down over Lake Winnebago and moved southeast across the lake for two and a half miles, from southeast Winnebago county across southwest Calumet county into Fond du Lac county, before dissipating without doing any damage.  Hail up to half dollar size fell in Oshkosh as the storms moved through Winnebago county, causing damage to 24 vehicles and roof damage to 18 homes.  The hail drifted to a foot deep in some locations, requiring shoveling of sidewalks and driveways.  The storms produced an inch of rain in just 15 minutes near Oshkosh.",59,,,
5454004,FOND DU LAC CO.,PIPE,5/6/05,1529,Tornado, ,F0,0,0,0,0,WI,CST, ,1190437,C,39,MKX,0,0,TRAINED SPOTTER, ,0.2,50,3,NW,3,NW,PIPE,5/6/05,1531,42.91667,-88.98333,42.91667,-88.98333,"A brief, weak tornado was spotted about 3.2 to 3.0 miles northwest of Pipe (Fond du Lac Co.) just inside the county line over Lake Winnebago.  There were no reports of damage.  This tornado was a continuation of a tornado that spun up over Lake Winnebago about 7.8 miles east-southeast of Oshkosh in Winnebago County at 1324CST and moved to a point 3.7 miles southwest of Brothertown at 1329CST in extreme southwest Calumet County. This tornado was seen by a severe weather spotter from Calumet County.  The surface position is and F-scale rating are estimated and based on the spotter's report.","Scattered, severe thunderstorms affected parts of south-central and southeast Wisconsin with large hail on the order of 3/4 to 1-inch diameter hail, powerful downburst winds, and locally heavy rains.  In addition, a weak tornado was observed northwest of Pipe over Lake Winnebago in Fond du Lac County.  Hail caused one thousand dollars in damage to a vehicle in the central part of Dodge County, and fell long enough to cover the ground white at a location 1 mile northeast of Watertown in Dodge county.  The storms also produced locally heavy rains as they moved southeast.  Urban flooding was reported in Waunakee (Dane Co.) at 549 PM CDT due to heavy rainfall rates of 1 to 2 inches per hour resulting in water over the curb.""   High pressure in the Ohio Valley helped to push maximum temperatures into the lower 70s and dew points into the lower 50s on southwesterly winds on May 6.  A cold front approaching south-central and southeast Wisconsin from the north-northwest interacted with the marginally warm and humid airmass to produce the thunderstorms.""",60,,,
5451799,MONTROSE CO.,OLATHE,5/6/05,1700,Tornado, ,F1,0,1,20000,0,CO,MST, ,1190474,C,85,GJT,0,0,GENERAL PUBLIC, ,0.3,25,2,N,2,N,OLATHE,5/6/05,1702,38.63333,-107.98333,38.63333,-107.98333,"A small tornado traveled across adjacent farms along Highway 50 in Montrose County, leaving a narrow damage path 50 to 75 yards wide. A three-sided wood-framed tin-roofed barn, approximately 35' x 12' was lifted up, flipped and carried 20 feet to the W-NW landing on its roof and crushing a large chicken coop. A small chicken coop on the south side of the barn was blown approximately 50-70 feet to the N-NW and its roof was not found. Small limbs were broken on trees, a number of shingles were torn from roofs and impaled on objects, and a trampoline and sheets of tin were lifted and blown up to 75 yards into a field. One of the residents was hit in the leg by a flying chair, and a horse was injured in the leg by flying debris. Residents at one of the farms said they heard a loud wind"" noise and saw a great deal of debris swirling around and a lot of dust obscuring their vision. Reports indicate a number of funnel cloud sightings in the area around the time of the storm damage.""",,61,,,
5451343,EDDY CO.,CARLSBAD,5/6/05,1818,Tornado, ,F0,0,0,0,0,NM,MST, ,1189186,C,15,MAF,0,0,TRAINED SPOTTER, ,0.2,200,19,ESE,19,ESE,CARLSBAD,5/6/05,1819,32.31667,-103.93333,32.31667,-103.93333,"A Skywarn Spotter observed the first of two tornadoes in eastern Eddy County. The tornado was described as being fairly wide"" and was located in open range land near New Mexico State Highway 128. No damage resulted from the tornado.""","
An isolated supercell thunderstorm explosively developed southwest of Carlsbad during the early evening of Friday the 6th. This storm produced giant hail up to the size of tennis balls and two tornadoes as it slowly propagated east-northeast across Eddy and Lea Counties. 

The most significant damage occurred in Carlsbad when very large hail disrupted the start of a Relay for Life"" cancer benefit where several hundred people were gathered outdoors. Thanks to early warnings", emergency management officials were able to get people attending the event to shelter indoors. Although no injuries resulted, the hail caused nearly a million dollars worth of damage to homes, businesses, and vehicles throughout the city.
5449245,BROWN CO.,FREDERICK,5/8/05,1542,Tornado, ,F0,0,0,0,0,SD,CST, ,1189655,C,13,ABR,0,0,NWS STORM SURVEY, ,0.1,25,5,S,5,S,FREDERICK,5/8/05,1543,45.76667,-98.51667,45.76667,-98.51667,A tornado touched down briefly in a field 5 miles south of Frederick. No damage occurred.,,72,,,
5442597,MCPHERSON CO.,MC PHERSON,5/8/05,1640,Tornado, ,F0,0,0,0,0,KS,CST, ,1186846,C,113,ICT,0,0,STORM CHASER, ,0.7,75,5,SSW,5,SSW,MC PHERSON,5/8/05,1641,37.86667,-97.66667,37.86667,-97.66667,Brief Touchdown in open country.,,73,,,
5446691,LAC QUI PARLE CO.,HAYDENVILLE,5/8/05,1820,Tornado, ,F0,0,0,0,0,MN,CST, ,1188873,C,73,MPX,0,0,STORM CHASER, ,0.1,20,2,NW,2,NW,HAYDENVILLE,5/8/05,1821,45.03333,-96.35,45.03333,-96.35,A storm chaser videotaped a brief touchdown of a weak tornado in an open field.  This tornado was also witnessed by law enforcement.,,74,,,
5446694,LAC QUI PARLE CO.,BELLINGHAM,5/8/05,1831,Tornado, ,F0,0,0,0,0,MN,CST, ,1188873,C,73,MPX,0,0,STORM CHASER, ,0.1,25,3,S,3,S,BELLINGHAM,5/8/05,1832,45.08333,-96.3,45.08333,-96.3,A storm chaser videotaped a brief touchdown of a weak tornado in an open field.,,75,,,
5446697,RICE CO.,SHIELDSVILLE,5/8/05,1840,Tornado, ,F0,0,0,0,0,MN,CST, ,1188873,C,131,MPX,0,0,LAW ENFORCEMENT, ,1,25, , , , ,SHIELDSVILLE,5/8/05,1844,44.36667,-93.4,44.36667,-93.38333,"A tornado touched down on Highway 21 just west of Mazaska Lake. It knocked over several dozen trees then started crossing the lake at a boat ramp. It tracked for one mile and dissipated just as it got to shore, where it knocked down one more tree. The tornado was witnessed by two Sheriff's Department water patrol officers.",,76,,,
5454349,GRIGGS CO.,WALUM,5/8/05,1945,Tornado, ,F1,0,0,0,0,ND,CST, ,1189935,C,39,FGF,0,0,NWS STORM SURVEY, ,0.3,15,2,NW,2,NW,WALUM,5/8/05,1946,47.28333,-98.23333,47.28333,-98.23333,A tornado touched down northwest of Walum and moved northwest across a swamp and an open field.  It then crossed a county road and passed through a shelterbelt.  Trees up to 4 feet in diameter were blown down or snapped off.,,77,,,
5449085,FRESNO CO.,FOWLER,5/9/05,1018,Tornado, ,F0,0,0,0,0,CA,PST, ,1189352,C,19,HNX,0,0,TRAINED SPOTTER, ,0,25,1,W,1,W,FOWLER,5/9/05,1019,36.63333,-119.68333,36.63333,-119.68333,A brief touchdown of a small tornado occurred during the late morning of the 9th in Southern Fresno County near the town of Fowler. No damage was reported and the funnel was seen by numerous motorists and the California Highway Patrol.,,78,,,
5451688,YAKIMA CO.,TERRACE HGTS,5/9/05,1057,Tornado, ,F0,0,0,0,0,WA,PST, ,1190448,C,77,PDT,0,0,TRAINED SPOTTER, ,0.2,10, , , , ,TERRACE HGTS,5/9/05,1100,46.61667,-120.48333,46.61667,-120.48333,,A tornado briefly touched down to the surface in the Terrance Heights area.  This brief tornado led to some debris and dirt being lifted into the air.  No significant damage was reported.,79,,,
5456494,CLARK CO.,DUBOIS,5/9/05,1230,Tornado, ,F0,0,0,0,0,ID,MST, ,1191020,C,33,PIH,0,0,LAW ENFORCEMENT, ,0.5,30,16,W,16,W,DUBOIS,5/9/05,1238,44.16667,-112.55,44.16667,-112.55,Tornado in open sagebrush area.  No damage noted.,,80,,,
5478746,SUTTER CO.,YUBA CITY,5/9/05,1430,Tornado, ,F0,0,0,85000,5000,CA,PST, ,1199532,C,101,STO,0,0,EMERGENCY MANAGER, ,1,0.1,4,SW,4,SW,YUBA CITY,5/9/05,1432,39.1,-121.66667,39.1,-121.65,,"Damage to a commercial building and two residential out-buildings.  Minor damage to several residences, property fences, and surrounding trees.  Several plum (prune) trees were uprooted.",81,,,
5446292,AUDUBON CO.,KIMBALLTON,5/10/05,1858,Tornado, ,F0,0,0,2000,0,IA,CST, ,1188743,C,9,DMX,0,0,TRAINED SPOTTER, ,2,40,1,NE,1,NE,KIMBALLTON,5/10/05,1905,41.58333,-95.06667,41.58333,-95.05,Tornado tracked through open fields.,"A volatile situation took shape during the afternoon of the 10th.  A unseasonably deep upper low had formed aloft over the southwest U.S., while at the same time a cold front dropped south across the state during the day.  Behind the cold front was a strong polar high pressure area. The southwest flow aloft impinged on the frontal boundary, setting the stage for very strong thunderstorm development.  Temperatures reached the low 90s over far southwest Iowa, with mid 80s over the central sections.  Dew points reached the mid 60s to the south of the front by late afternoon.  North of the front, temperatures were in the 50s during the afternoon.  The very unstable air was lifted north over the frontal boundary with explosive development during the early evening as the low level jet began to strengthen.  The airmass to the south was very unstable with lifted indices of -11 C., CAPE values of 3500 J/kg, and a freezing level of only 13,300 feet.  Hail was very widespread with the event.  During the initial convection, a super-cell moved into southwest Iowa.  This storm dropped three small tornadoes in Audubon County.  All of the tornadoes were relatively short lived and caused little damage as they were in open areas.  The main weather feature was the hail.  There were numerous reports of nickel to quarter size hail with the storms.  Th largest hail occurred with the super cell in Audubon County, with tennis ball size hail falling southwest of Audubon.  In several reports of hail of ping pong to golf ball size were received from Carroll and Guthrie Counties.  As the evening progressed, a secondary line of storms formed to the north of the developing MCS.  These formed in an east to west line across northern Iowa, producing a round of hail there.  Late in the storm life cycle, a few of the storms began to produce strong winds.  As one of the storms moved through the Des Moines area, winds of 57 MPH were measured.  Some minor damage occurred to a fast food sign.  Sixty MPH winds were reported in Marion County, while 60 to 65 MPH winds blew down power line poles in Poweshiek County.  Late in the event, as the storms moved through Hamilton County, lightening struck a storage and repair shop building in Webster City.  The building was set ablaze and was a total loss.",82,,,
5446294,AUDUBON CO.,KIMBALLTON,5/10/05,1913,Tornado, ,F0,0,0,2000,0,IA,CST, ,1188743,C,9,DMX,0,0,TRAINED SPOTTER, ,2,40,1,N,1,N,KIMBALLTON,5/10/05,1917,41.58333,-95.08333,41.6,-95.05,Tornado tracked through open fields.,"A volatile situation took shape during the afternoon of the 10th.  A unseasonably deep upper low had formed aloft over the southwest U.S., while at the same time a cold front dropped south across the state during the day.  Behind the cold front was a strong polar high pressure area. The southwest flow aloft impinged on the frontal boundary, setting the stage for very strong thunderstorm development.  Temperatures reached the low 90s over far southwest Iowa, with mid 80s over the central sections.  Dew points reached the mid 60s to the south of the front by late afternoon.  North of the front, temperatures were in the 50s during the afternoon.  The very unstable air was lifted north over the frontal boundary with explosive development during the early evening as the low level jet began to strengthen.  The airmass to the south was very unstable with lifted indices of -11 C., CAPE values of 3500 J/kg, and a freezing level of only 13,300 feet.  Hail was very widespread with the event.  During the initial convection, a super-cell moved into southwest Iowa.  This storm dropped three small tornadoes in Audubon County.  All of the tornadoes were relatively short lived and caused little damage as they were in open areas.  The main weather feature was the hail.  There were numerous reports of nickel to quarter size hail with the storms.  Th largest hail occurred with the super cell in Audubon County, with tennis ball size hail falling southwest of Audubon.  In several reports of hail of ping pong to golf ball size were received from Carroll and Guthrie Counties.  As the evening progressed, a secondary line of storms formed to the north of the developing MCS.  These formed in an east to west line across northern Iowa, producing a round of hail there.  Late in the storm life cycle, a few of the storms began to produce strong winds.  As one of the storms moved through the Des Moines area, winds of 57 MPH were measured.  Some minor damage occurred to a fast food sign.  Sixty MPH winds were reported in Marion County, while 60 to 65 MPH winds blew down power line poles in Poweshiek County.  Late in the event, as the storms moved through Hamilton County, lightening struck a storage and repair shop building in Webster City.  The building was set ablaze and was a total loss.",83,,,
5446295,AUDUBON CO.,AUDUBON,5/10/05,1920,Tornado, ,F0,0,0,2000,0,IA,CST, ,1188743,C,9,DMX,0,0,TRAINED SPOTTER, ,2.5,40,2,SSE,2,SSE,AUDUBON,5/10/05,1926,41.68333,-94.91667,41.7,-94.88333,Tornado tracked through open fields.,"A volatile situation took shape during the afternoon of the 10th.  A unseasonably deep upper low had formed aloft over the southwest U.S., while at the same time a cold front dropped south across the state during the day.  Behind the cold front was a strong polar high pressure area. The southwest flow aloft impinged on the frontal boundary, setting the stage for very strong thunderstorm development.  Temperatures reached the low 90s over far southwest Iowa, with mid 80s over the central sections.  Dew points reached the mid 60s to the south of the front by late afternoon.  North of the front, temperatures were in the 50s during the afternoon.  The very unstable air was lifted north over the frontal boundary with explosive development during the early evening as the low level jet began to strengthen.  The airmass to the south was very unstable with lifted indices of -11 C., CAPE values of 3500 J/kg, and a freezing level of only 13,300 feet.  Hail was very widespread with the event.  During the initial convection, a super-cell moved into southwest Iowa.  This storm dropped three small tornadoes in Audubon County.  All of the tornadoes were relatively short lived and caused little damage as they were in open areas.  The main weather feature was the hail.  There were numerous reports of nickel to quarter size hail with the storms.  Th largest hail occurred with the super cell in Audubon County, with tennis ball size hail falling southwest of Audubon.  In several reports of hail of ping pong to golf ball size were received from Carroll and Guthrie Counties.  As the evening progressed, a secondary line of storms formed to the north of the developing MCS.  These formed in an east to west line across northern Iowa, producing a round of hail there.  Late in the storm life cycle, a few of the storms began to produce strong winds.  As one of the storms moved through the Des Moines area, winds of 57 MPH were measured.  Some minor damage occurred to a fast food sign.  Sixty MPH winds were reported in Marion County, while 60 to 65 MPH winds blew down power line poles in Poweshiek County.  Late in the event, as the storms moved through Hamilton County, lightening struck a storage and repair shop building in Webster City.  The building was set ablaze and was a total loss.",84,,,
