"BEGIN_DATE","DEATHS_DIRECT","INJURIES_DIRECT","DAMAGE_PROPERTY_NUM","STATE_ABBR","BEGIN_LAT","BEGIN_LON","END_LAT","END_LON","EPISODE_ID","Year","Day","Month","Tornado"
"06/05/2010",0,0,0,"IL",40.8345,-90.3554,40.8346,-90.3537,41786,2010,5,6,1
"06/05/2010",0,0,0,"ME",44.2072,-70.4637,44.1729,-70.3937,41057,2010,5,6,1
"06/05/2010",0,0,150000,"MI",41.9792,-86.4982,41.9936,-86.4353,40840,2010,5,6,1
"06/05/2010",0,0,0,"NH",44.3996,-71.22,44.3996,-71.22,41056,2010,5,6,1
"06/05/2010",0,0,35000,"OH",40.7395,-82.4387,40.7358,-82.4317,39815,2010,5,6,1
"06/05/2010",0,0,25000,"VT",44.62,-72.42,44.61,-72.38,38631,2010,5,6,1
"06/06/2010",0,0,2e+05,"IN",40.6856,-86.8132,40.6754,-86.7451,39560,2010,6,6,1
"06/06/2010",0,0,5e+05,"MI",41.9577,-84.2174,41.9541,-84.1694,38573,2010,6,6,1
"06/06/2010",0,0,0,"NE",40.52,-101.56,40.4919,-101.5494,39056,2010,6,6,1
"06/06/2010",0,0,64000,"OH",40.2191,-83.4243,40.224,-83.3604,39601,2010,6,6,1
"06/06/2010",0,0,2e+05,"PA",41.999,-80.4069,42.0119,-80.2953,39816,2010,6,6,1
"06/07/2010",0,0,50000,"ND",46.2228,-103.65,46.2095,-103.6204,40908,2010,7,6,1
"06/07/2010",0,0,0,"NE",42.01,-103.66,42.01,-103.66,39329,2010,7,6,1
"06/08/2010",0,0,0,"CO",39.261,-104.1291,39.261,-104.1291,39995,2010,8,6,1
"06/08/2010",0,0,0,"IA",42.1558,-93.6112,42.155,-93.6028,38627,2010,8,6,1
"06/08/2010",0,0,0,"KS",38.4996,-95.6748,38.5014,-95.6684,41434,2010,8,6,1
"06/08/2010",0,0,10000,"MO",38.64,-94.35,38.6386,-94.3128,41908,2010,8,6,1
"06/08/2010",0,0,250000,"TX",29.7292,-94.9432,29.7302,-94.9412,38662,2010,8,6,1
"06/09/2010",0,0,0,"KY",37.0898,-85.3512,37.094,-85.3418,41910,2010,9,6,1
"06/09/2010",0,0,1e+05,"TX",30.0104,-94.4157,30.0487,-94.4026,41750,2010,9,6,1
"06/10/2010",0,0,0,"CO",39.66,-103.99,39.66,-103.99,39997,2010,10,6,1
"06/10/2010",0,0,75000,"TX",31.312,-95.6555,31.351,-95.6418,38668,2010,10,6,1
"06/11/2010",0,0,0,"CO",39.13,-103.93,39.13,-103.93,39998,2010,11,6,1
"06/11/2010",0,0,1e+05,"KS",39.5143,-100.2531,39.5646,-100.255,40260,2010,11,6,1
"06/11/2010",0,0,0,"NE",40.4842,-99.85,40.4842,-99.85,40708,2010,11,6,1
"06/11/2010",0,0,0,"OH",40.7464,-84.13,40.7475,-84.1281,42084,2010,11,6,1
"06/12/2010",0,0,25000,"IN",39.4407,-86.6078,39.4462,-86.4992,41182,2010,12,6,1
"06/12/2010",0,0,2000,"KS",38.3885,-98.8189,38.3942,-98.8081,38942,2010,12,6,1
"06/12/2010",0,0,0,"TX",35.9042,-101.73,35.9057,-101.7202,40390,2010,12,6,1
"06/13/2010",0,0,0,"NE",40.0457,-99.7657,40.0645,-99.7428,41074,2010,13,6,1
"06/13/2010",0,0,0,"OK",36.53,-100.55,36.556,-100.4638,41582,2010,13,6,1
"06/13/2010",0,0,0,"TX",36.18,-100.53,36.1822,-100.5251,40889,2010,13,6,1
"06/14/2010",0,0,0,"TX",33.2901,-101.7327,33.2911,-101.73,41621,2010,14,6,1
"06/16/2010",0,0,12000,"MT",45.18,-108.69,45.2,-108.68,40256,2010,16,6,1
"06/16/2010",0,0,0,"SD",44.9487,-101.77,44.9487,-101.77,39661,2010,16,6,1
"06/17/2010",0,0,0,"IA",43.3737,-94.1649,43.3808,-94.1551,38863,2010,17,6,1
"06/17/2010",0,0,0,"MN",47.22,-96.2,47.2479,-96.1912,42071,2010,17,6,1
"06/17/2010",0,0,25000,"ND",45.9918,-102.6418,45.9973,-102.6316,39654,2010,17,6,1
"06/17/2010",0,0,10000,"WI",45.7977,-92.7683,45.8023,-92.7538,41070,2010,17,6,1
"06/18/2010",0,0,0,"FL",27.65,-80.5623,27.65,-80.5623,39103,2010,18,6,1
"06/18/2010",0,0,0,"IA",41.3179,-93.8068,41.3211,-93.7961,38866,2010,18,6,1
"06/19/2010",0,0,0,"KS",39.6684,-97.9971,39.6603,-97.9691,40493,2010,19,6,1
"06/20/2010",0,0,0,"FL",29.7495,-81.5563,29.7989,-81.5625,39285,2010,20,6,1
"06/20/2010",0,0,0,"KS",38.5117,-101.1271,38.5176,-101.1128,42160,2010,20,6,1
"06/20/2010",0,0,3e+07,"MT",45.81,-108.48,45.8,-108.48,40267,2010,20,6,1
"06/20/2010",0,0,0,"NE",40.0238,-98.0802,40.018,-98.0532,40562,2010,20,6,1
"06/20/2010",0,0,2000,"SD",43.9969,-102.2476,43.9969,-102.2465,39875,2010,20,6,1
"06/20/2010",0,0,0,"WY",41.7295,-104.8026,41.7002,-104.6688,40096,2010,20,6,1
"06/21/2010",0,0,0,"CO",40.28,-103.83,40.28,-103.83,40008,2010,21,6,1
"06/21/2010",0,0,0,"IA",40.73,-91.8,40.7301,-91.7988,40650,2010,21,6,1
"06/21/2010",0,0,0,"IL",40.5511,-88.2619,40.5513,-88.2582,40468,2010,21,6,1
"06/21/2010",0,0,0,"KS",39.18,-100.55,39.1862,-100.5448,40344,2010,21,6,1
"06/21/2010",0,0,2e+05,"MI",42.842,-85.9818,42.8254,-85.9267,39264,2010,21,6,1
"06/21/2010",0,0,0,"MN",48.46,-97.1,48.477,-96.9544,38989,2010,21,6,1
"06/21/2010",0,0,0,"MT",47.9644,-107.3172,47.9644,-107.3172,39010,2010,21,6,1
"06/21/2010",0,0,0,"ND",48.44,-97.21,48.45,-97.16,39151,2010,21,6,1
"06/21/2010",0,0,15000,"WI",42.6335,-90.0408,42.6455,-90.0004,39071,2010,21,6,1
"06/22/2010",0,0,0,"IA",42.7036,-94.3504,42.7109,-94.3346,39022,2010,22,6,1
"06/22/2010",0,0,0,"NE",41.4921,-103.75,41.4921,-103.75,40111,2010,22,6,1
"06/22/2010",0,0,10000,"PA",40.2709,-76.5235,40.2709,-76.5235,39239,2010,22,6,1
"06/22/2010",0,0,0,"WY",43.9976,-104.4582,43.9976,-104.4582,39892,2010,22,6,1
"06/23/2010",0,0,10000,"IA",42.8036,-92.3134,42.8041,-92.3077,39022,2010,23,6,1
"06/23/2010",0,0,1e+05,"IL",41.5052,-87.7118,41.4909,-87.6691,40474,2010,23,6,1
"06/23/2010",0,0,3e+05,"IN",41.5543,-86.0496,41.523,-85.8242,40451,2010,23,6,1
"06/23/2010",0,0,75000,"MI",42.1346,-83.7483,42.1489,-83.6787,39070,2010,23,6,1
"06/23/2010",0,0,0,"OH",40.8295,-84.5966,40.8298,-84.5788,40488,2010,23,6,1
"06/23/2010",0,0,5000,"WI",43.3361,-90.8286,43.3257,-90.7531,39462,2010,23,6,1
"06/24/2010",0,3,3200000,"CT",41.181,-73.1816,41.1795,-73.1793,41587,2010,24,6,1
"06/24/2010",0,0,0,"ND",48.22,-97.45,48.22,-97.3831,39187,2010,24,6,1
"06/25/2010",0,0,5e+05,"IA",43.44,-95.951,43.404,-95.8605,42126,2010,25,6,1
"06/25/2010",0,0,0,"MN",44.34,-94.6602,44.3399,-94.6536,39567,2010,25,6,1
"06/25/2010",0,0,2e+05,"ND",46.7418,-100.9995,46.7342,-100.9666,41289,2010,25,6,1
"06/25/2010",0,0,0,"NE",42.14,-100.42,42.1275,-100.4267,40823,2010,25,6,1
"06/25/2010",0,0,25000,"TN",35.2816,-89.0302,35.2768,-89.02,41304,2010,25,6,1
"06/26/2010",0,0,0,"IA",43.43,-95.54,43.43,-95.538,42223,2010,26,6,1
"06/26/2010",0,0,0,"MN",48.23,-96.72,48.23,-96.6635,39192,2010,26,6,1
"06/26/2010",0,0,0,"ND",48.43,-97.42,48.42,-97.291,39190,2010,26,6,1
"06/26/2010",0,0,0,"SD",43.42,-97.54,43.42,-97.539,42174,2010,26,6,1
"06/27/2010",0,0,2000,"IL",38.2869,-88.8557,38.2874,-88.8507,39723,2010,27,6,1
"06/27/2010",0,0,1e+05,"MI",42.3461,-85.8889,42.3514,-85.8773,39220,2010,27,6,1
"06/27/2010",0,0,50000,"NY",42.0044,-77.8375,42.0214,-77.7479,41608,2010,27,6,1
"06/27/2010",0,0,3e+05,"OH",41.9522,-80.5974,41.9577,-80.5538,39842,2010,27,6,1
"06/27/2010",0,0,120000,"PA",42.1263,-80.1456,42.1285,-80.1461,39843,2010,27,6,1
"06/27/2010",0,1,75000,"WI",42.7031,-87.9153,42.688,-87.8272,41865,2010,27,6,1
"06/28/2010",0,0,0,"NY",43.0389,-75.0004,43.0325,-74.9833,40019,2010,28,6,1
"06/28/2010",0,0,0,"TX",29.3837,-96.1788,29.3837,-96.1788,39328,2010,28,6,1
"06/30/2010",0,0,0,"TX",28.83,-95.8209,28.83,-95.8209,40964,2010,30,6,1
"07/01/2010",0,0,5000,"TX",28.0003,-97.0694,28.0003,-97.0698,43751,2010,1,7,1
"07/02/2010",0,0,32500,"MT",46.1819,-110.4442,46.1986,-110.4078,40266,2010,2,7,1
"07/02/2010",0,0,1500000,"TX",27.2929,-98.6688,27.3178,-98.6818,41177,2010,2,7,1
"07/03/2010",0,0,0,"NE",42.65,-102.41,42.65,-102.41,40629,2010,3,7,1
"07/03/2010",0,0,0,"OK",35.537,-98.406,35.537,-98.406,43493,2010,3,7,1
"07/04/2010",0,0,25000,"CO",38.77,-103.48,38.77,-103.48,40079,2010,4,7,1
"07/04/2010",0,0,25000,"KS",39.2866,-95.7404,39.3063,-95.7112,43541,2010,4,7,1
"07/04/2010",0,0,0,"NE",41.3313,-103.9,41.3313,-103.9,39514,2010,4,7,1
"07/04/2010",0,0,0,"WY",41.75,-104.733,41.75,-104.733,39513,2010,4,7,1
"07/06/2010",0,0,10000,"LA",30.0156,-90.077,30.0156,-90.077,42624,2010,6,7,1
"07/06/2010",0,0,0,"NE",41.1,-103.31,41.1,-103.31,40797,2010,6,7,1
"07/06/2010",0,0,0,"SD",43.69,-99.23,43.69,-99.225,42713,2010,6,7,1
"07/07/2010",0,0,0,"KS",38.8347,-95.6171,38.8347,-95.6171,43592,2010,7,7,1
"07/07/2010",0,0,1e+05,"WI",43.5201,-89.1437,43.5373,-89.0627,42861,2010,7,7,1
"07/10/2010",0,0,0,"MN",46.0779,-95.8971,46.0733,-95.836,40078,2010,10,7,1
"07/11/2010",0,0,5000,"AR",34.6438,-91.6415,34.6408,-91.6367,39845,2010,11,7,1
"07/11/2010",0,0,12000,"SC",34.1257,-80.393,34.086,-80.3884,39929,2010,11,7,1
"07/12/2010",0,0,0,"IL",42.491,-89.519,42.4911,-89.519,42451,2010,12,7,1
"07/12/2010",0,0,125000,"KS",37.0276,-94.9406,37.0185,-94.8908,41522,2010,12,7,1
"07/12/2010",0,0,0,"MO",37.5373,-94.2738,37.538,-94.2691,41523,2010,12,7,1
"07/12/2010",0,0,0,"ND",48.37,-102.64,48.3669,-102.6092,42360,2010,12,7,1
"07/12/2010",0,0,65000,"SC",34.7989,-80.6323,34.8007,-80.599,39919,2010,12,7,1
"07/13/2010",0,0,0,"MN",47.08,-96.65,47.08,-96.65,40074,2010,13,7,1
"07/13/2010",0,0,5e+05,"NC",35.506,-81.076,35.531,-81.028,42962,2010,13,7,1
"07/13/2010",0,0,0,"ND",46.677,-97.7474,46.6744,-97.7309,40072,2010,13,7,1
"07/14/2010",0,0,3e+05,"MN",46.4945,-95.3106,46.5485,-95.1615,40093,2010,14,7,1
"07/14/2010",0,0,1e+06,"ND",46.4512,-97.8742,46.3795,-97.7703,40091,2010,14,7,1
"07/14/2010",0,0,5e+05,"PA",40.65,-75.76,40.6808,-75.7521,39924,2010,14,7,1
"07/14/2010",0,0,5e+05,"WI",44.9837,-92.481,45.0109,-92.446,40052,2010,14,7,1
"07/15/2010",0,0,0,"CO",38.35,-102.74,38.34,-102.735,43061,2010,15,7,1
"07/15/2010",0,0,0,"NM",32.8929,-104.3832,32.8929,-104.3832,46479,2010,15,7,1
"07/16/2010",0,0,0,"IA",42.98,-93.54,42.9777,-93.5335,40103,2010,16,7,1
"07/17/2010",0,0,0,"MN",46.4145,-95.02,46.4134,-95.012,40144,2010,17,7,1
"07/17/2010",0,0,0,"NE",41.09,-100.77,41.09,-100.77,41357,2010,17,7,1
"07/18/2010",0,0,0,"CO",40.7,-102.93,40.7,-102.93,41548,2010,18,7,1
"07/18/2010",0,0,150000,"MI",42.7399,-85.5714,42.7422,-85.5655,40250,2010,18,7,1
"07/18/2010",0,0,5000,"WI",43.842,-87.8227,43.8411,-87.7562,43199,2010,18,7,1
"07/19/2010",0,0,500,"MO",40.4,-93.485,40.4,-93.485,42770,2010,19,7,1
"07/20/2010",0,0,20000,"IN",39.3826,-86.1385,39.3875,-86.0942,43688,2010,20,7,1
"07/20/2010",0,0,0,"MO",39.1446,-91.835,39.143,-91.8243,42771,2010,20,7,1
"07/20/2010",0,0,0,"NC",36.37,-76.31,36.3714,-76.3079,43204,2010,20,7,1
"07/21/2010",0,0,4000,"CT",41.762,-73.1277,41.7609,-73.125,42555,2010,21,7,1
"07/21/2010",0,0,0,"IL",39.9321,-87.8187,39.9318,-87.817,43395,2010,21,7,1
"07/21/2010",0,0,0,"ME",43.6468,-70.8412,43.6597,-70.8061,42949,2010,21,7,1
"07/22/2010",0,0,1e+06,"IA",42.7135,-94.6811,42.7428,-94.6484,40295,2010,22,7,1
"07/22/2010",0,0,2250,"IN",39.5606,-86.1558,39.5627,-86.1408,43690,2010,22,7,1
"07/22/2010",0,0,0,"MI",41.8973,-85.049,41.8999,-85.0207,43550,2010,22,7,1
"07/22/2010",0,0,0,"MN",47.5524,-94.9,47.5608,-94.8003,40559,2010,22,7,1
"07/22/2010",0,0,1000,"WI",43.2664,-89.5225,43.2634,-89.4924,43233,2010,22,7,1
"07/23/2010",0,0,750000,"IA",41.3603,-93.6535,41.3678,-93.5897,40412,2010,23,7,1
"07/23/2010",0,0,20000,"MI",42.1431,-83.6136,42.143,-83.6016,43501,2010,23,7,1
"07/23/2010",0,0,25000,"PA",41.7178,-75.4847,41.7097,-75.4665,43134,2010,23,7,1
"07/23/2010",0,0,0,"SD",43.92,-100.3001,43.9176,-100.2957,42987,2010,23,7,1
"07/24/2010",0,0,5e+06,"NY",42.2938,-79.586,42.2433,-79.4538,43665,2010,24,7,1
"07/24/2010",0,0,25000,"PA",41.72,-77.7,41.7197,-77.6783,40891,2010,24,7,1
"07/25/2010",0,7,150000,"NY",40.91,-73.91,40.9,-73.9,43551,2010,25,7,1
"07/26/2010",2,1,3e+05,"MT",48.6597,-105.0018,48.5476,-104.6462,40895,2010,26,7,1
"07/26/2010",0,0,30000,"NC",36.51,-80.85,36.49,-80.83,41710,2010,26,7,1
"07/26/2010",0,0,0,"ND",46.63,-103.44,46.6223,-103.3281,42636,2010,26,7,1
"07/26/2010",0,0,2e+05,"TN",36.2534,-86.7778,36.2554,-86.7711,42789,2010,26,7,1
"07/26/2010",0,0,25000,"UT",39.54,-110.74,39.5394,-110.7379,42564,2010,26,7,1
"07/27/2010",0,0,10000,"MI",45.7859,-87.8853,45.788,-87.8793,43673,2010,27,7,1
"07/27/2010",0,0,0,"MN",46.48,-95.8478,46.4804,-95.8402,40685,2010,27,7,1
"07/27/2010",0,0,0,"ND",46.6369,-97.1597,46.6494,-97.1044,40684,2010,27,7,1
"07/27/2010",0,0,0,"WI",46.2272,-90.63,46.2255,-90.6107,43436,2010,27,7,1
"07/29/2010",0,1,0,"AZ",33.4033,-112.8273,33.4423,-112.8084,40903,2010,29,7,1
"07/31/2010",0,0,0,"ND",48.7345,-97.904,48.6474,-97.7976,41362,2010,31,7,1
"08/01/2010",0,0,0,"ND",48.74,-99.17,48.6977,-98.9213,41246,2010,1,8,1
"08/02/2010",0,0,0,"ND",46.9,-101.14,46.8986,-101.137,42798,2010,2,8,1
"08/03/2010",0,0,0,"AZ",36.26,-109.62,36.26,-109.62,44508,2010,3,8,1
"08/03/2010",0,0,0,"NY",42.93,-74.33,42.9295,-74.3259,44087,2010,3,8,1
"08/03/2010",0,0,0,"SD",43.84,-97.82,43.845,-97.815,44060,2010,3,8,1
"08/03/2010",0,0,25000,"VT",44.3359,-72.2191,44.3369,-72.2168,40999,2010,3,8,1
"08/03/2010",0,0,1000,"WY",44.1215,-105.3388,44.1215,-105.3388,44754,2010,3,8,1
"08/06/2010",0,0,6000,"SC",33.3152,-80.7664,33.231,-80.7298,41076,2010,6,8,1
"08/07/2010",0,0,58000,"FL",29.0009,-80.8838,29.0121,-80.8796,41295,2010,7,8,1
"08/07/2010",0,0,0,"MN",46.06,-96.51,46.06,-96.51,41241,2010,7,8,1
"08/07/2010",0,0,0,"ND",46.11,-96.63,46.11,-96.563,41239,2010,7,8,1
"08/07/2010",0,1,1e+05,"WI",45.5814,-92.3758,45.5535,-92.3346,41124,2010,7,8,1
"08/09/2010",0,0,0,"CO",40.0915,-102.9858,40.0915,-102.9858,43348,2010,9,8,1
"08/10/2010",0,0,0,"IA",43.4978,-94.4522,43.4996,-94.4494,41208,2010,10,8,1
"08/10/2010",0,0,0,"ND",47.69,-97.25,47.691,-97.25,41355,2010,10,8,1
"08/11/2010",0,0,5000,"FL",28.971,-80.891,28.9723,-80.8952,41401,2010,11,8,1
"08/11/2010",0,0,5000,"MN",44.0491,-94.7019,44.048,-94.7009,41414,2010,11,8,1
"08/12/2010",0,0,15000,"MD",39.4403,-77.1837,39.4437,-77.1829,43927,2010,12,8,1
"08/12/2010",0,0,0,"MN",44.9951,-96.219,45.0076,-96.2045,41872,2010,12,8,1
"08/12/2010",0,0,0,"ND",46.0555,-97.28,46.0566,-97.2599,41359,2010,12,8,1
"08/12/2010",0,0,0,"TX",25.9911,-97.2599,25.9898,-97.2609,42399,2010,12,8,1
"08/12/2010",0,0,0,"WY",44.6038,-108.3135,44.6172,-108.2677,43209,2010,12,8,1
"08/13/2010",0,1,750000,"MN",44.6654,-93.1864,44.677,-93.1599,41872,2010,13,8,1
"08/16/2010",0,0,0,"CO",39.63,-104.03,39.63,-104.03,43356,2010,16,8,1
"08/19/2010",0,0,5e+05,"MI",42.6633,-82.9779,42.6274,-82.9664,41795,2010,19,8,1
"08/20/2010",0,0,1e+05,"WI",44.2965,-88.078,44.3004,-88.0526,41679,2010,20,8,1
"08/22/2010",0,0,25000,"PA",39.836,-75.385,39.835,-75.379,41848,2010,22,8,1
"08/30/2010",0,0,500,"FL",25.0898,-80.4307,25.0898,-80.4307,44249,2010,30,8,1
"08/30/2010",0,0,70000,"WY",43.9766,-107.4897,44.0195,-107.4203,44391,2010,30,8,1
"09/01/2010",0,0,0,"SD",44.74,-98.63,44.7402,-98.6224,45048,2010,1,9,1
"09/01/2010",0,0,0,"TX",31.9283,-102.422,31.9268,-102.4177,44699,2010,1,9,1
"09/07/2010",0,0,0,"AR",33.643,-93.537,33.646,-93.537,43461,2010,7,9,1
"09/07/2010",0,0,0,"TX",32.6281,-97.4686,32.6281,-97.4686,44844,2010,7,9,1
"09/08/2010",0,1,0,"OK",33.86,-96.5,33.86,-96.5,44256,2010,8,9,1
"09/08/2010",0,0,0,"TX",31.3264,-97.4693,31.3264,-97.4693,44844,2010,8,9,1
"09/09/2010",0,0,0,"MT",46.27,-109.96,46.27,-109.96,43475,2010,9,9,1
"09/09/2010",0,0,30000,"ND",46.479,-103.876,46.4885,-103.8658,44014,2010,9,9,1
"09/13/2010",0,0,0,"NE",40.06,-97.26,40.0591,-97.256,42841,2010,13,9,1
"09/14/2010",0,0,0,"KS",39.47,-101.86,39.452,-101.8187,43530,2010,14,9,1
"09/15/2010",0,0,0,"KS",37.5721,-97.3964,37.5675,-97.3921,43020,2010,15,9,1
"09/15/2010",0,0,0,"MO",37.0349,-93.3719,37.0382,-93.3653,43952,2010,15,9,1
"09/15/2010",0,0,0,"TX",28.2358,-97.3205,28.2358,-97.3205,45037,2010,15,9,1
"09/16/2010",0,0,25000,"NJ",40.06,-74.49,40.07,-74.45,43081,2010,16,9,1
"09/16/2010",0,0,8500000,"NY",40.67,-73.99,40.69,-73.96,45251,2010,16,9,1
"09/16/2010",0,0,3000,"OH",40.179,-82.8925,40.1791,-82.8901,43161,2010,16,9,1
"09/16/2010",1,10,1e+06,"WV",39.1405,-81.7397,39.1108,-81.624,44002,2010,16,9,1
"09/21/2010",0,0,1000,"WI",42.562,-89.011,42.5632,-89.003,44797,2010,21,9,1
"09/22/2010",0,0,0,"OH",39.98,-82.85,39.9801,-82.8489,44092,2010,22,9,1
"09/25/2010",0,0,0,"KS",37.11,-99.27,37.107,-99.262,45326,2010,25,9,1
"09/27/2010",0,0,15000,"GA",32.6401,-83.03,32.6406,-83.0283,44933,2010,27,9,1
"09/27/2010",0,0,4e+05,"NC",35.647,-81.787,35.68,-81.765,45094,2010,27,9,1
"09/27/2010",0,0,25000,"PA",39.78,-75.88,39.8,-75.88,43590,2010,27,9,1
"09/27/2010",0,1,20000,"VA",37.39,-75.92,37.3937,-75.9133,45170,2010,27,9,1
"09/29/2010",0,0,0,"NC",35.8525,-76.7518,35.8546,-76.7524,44915,2010,29,9,1
"09/30/2010",0,0,15000,"MD",39.1,-76.45,39.1134,-76.4492,44476,2010,30,9,1
"10/06/2010",0,0,0,"AZ",34.44,-111.3,34.646,-111.217,45074,2010,6,10,1
"10/06/2010",0,0,0,"UT",38.28,-110.28,38.2854,-110.2581,45731,2010,6,10,1
"10/07/2010",0,0,25000,"ID",46.13,-116.42,46.13,-116.42,44917,2010,7,10,1
"10/18/2010",0,0,10000,"AZ",35.2023,-113.9737,35.1859,-113.9821,45236,2010,18,10,1
"10/21/2010",0,0,0,"AZ",36.15,-109.85,36.1593,-109.8412,45641,2010,21,10,1
"10/21/2010",0,0,0,"NM",33.6199,-104.639,33.6471,-104.6016,44423,2010,21,10,1
"10/21/2010",0,0,0,"TX",31.2061,-101.9675,31.2077,-101.9544,45418,2010,21,10,1
"10/23/2010",0,0,15000,"TX",32.8035,-97.2013,32.8035,-97.2013,44965,2010,23,10,1
"10/24/2010",0,0,45000,"AL",30.526,-87.5688,30.5497,-87.5603,44788,2010,24,10,1
"10/24/2010",0,0,10000,"AR",34.6958,-92.4557,34.7008,-92.4437,44513,2010,24,10,1
"10/24/2010",0,0,0,"MI",42.1956,-86.3411,42.1967,-86.3408,45673,2010,24,10,1
"10/24/2010",0,0,0,"OR",42.6711,-124.4682,42.6749,-124.456,44926,2010,24,10,1
"10/24/2010",0,0,1e+05,"TN",35.286,-86.3304,35.2975,-86.3155,44806,2010,24,10,1
"10/24/2010",0,0,0,"TX",33.086,-94.691,33.0902,-94.6543,44690,2010,24,10,1
"10/25/2010",0,0,1e+05,"AL",34.1786,-87.6088,34.2318,-87.4076,45426,2010,25,10,1
"10/25/2010",0,0,250000,"GA",34.7436,-85.5602,34.75,-85.4848,45510,2010,25,10,1
"10/25/2010",0,0,50000,"TN",35.12,-85.15,35.12,-85.15,44862,2010,25,10,1
"10/25/2010",0,0,1000,"WA",46.48,-122.74,46.48,-122.74,45637,2010,25,10,1
"10/26/2010",0,0,10000,"AL",34.649,-87.1943,34.6495,-87.176,44803,2010,26,10,1
"10/26/2010",0,0,1e+05,"IL",41.8319,-89.1685,41.8471,-89.1621,44757,2010,26,10,1
"10/26/2010",0,0,50000,"IN",41.3329,-86.9716,41.3342,-86.9703,44758,2010,26,10,1
"10/26/2010",0,0,2000,"KY",37.2656,-87.266,37.2665,-87.264,45009,2010,26,10,1
"10/26/2010",0,11,1200000,"NC",35.544,-81.482,35.566,-81.445,45814,2010,26,10,1
"10/26/2010",0,0,0,"OH",40.9023,-84.765,40.9251,-84.7402,44909,2010,26,10,1
"10/26/2010",0,0,0,"SC",34.751,-83.225,34.752,-83.211,45824,2010,26,10,1
"10/26/2010",0,0,1e+05,"TN",35.2945,-84.77,35.294,-84.7678,44872,2010,26,10,1
"10/26/2010",0,0,5000,"VA",36.6013,-79.72,36.649,-79.642,45503,2010,26,10,1
"10/26/2010",0,0,1e+05,"WI",42.6638,-87.8996,42.669,-87.8952,45281,2010,26,10,1
"10/27/2010",0,0,425000,"GA",34.149,-84.4472,34.155,-84.4353,45651,2010,27,10,1
"10/27/2010",0,0,0,"NC",36.37,-79.15,36.37,-79.14,45476,2010,27,10,1
"10/27/2010",0,0,40000,"VA",36.58,-78.88,36.6078,-78.819,45503,2010,27,10,1
"11/03/2010",0,0,5000,"LA",30.645,-91.1532,30.645,-91.1532,45014,2010,3,11,1
"11/17/2010",0,3,2e+05,"MD",39.3665,-76.5705,39.3721,-76.5651,46037,2010,17,11,1
"11/17/2010",0,0,4000,"NY",42.2661,-73.6643,42.29,-73.6472,46163,2010,17,11,1
"11/17/2010",0,0,125000,"PA",41.46,-75.56,41.48,-75.54,46202,2010,17,11,1
"11/22/2010",0,6,5e+06,"IL",42.3307,-88.97,42.4446,-88.6507,46247,2010,22,11,1
"11/22/2010",0,0,1e+06,"WI",42.4951,-88.5695,42.5346,-88.4797,45284,2010,22,11,1
"11/23/2010",0,0,2000,"CA",38.582,-120.979,38.5905,-120.9438,50772,2010,23,11,1
"11/23/2010",0,0,250000,"MS",31.9896,-90.1025,32.0012,-89.9664,46153,2010,23,11,1
"11/24/2010",0,0,25000,"MO",37.9439,-93.4178,37.9508,-93.402,45330,2010,24,11,1
"11/25/2010",0,0,150000,"LA",30.1957,-92.6604,30.23,-92.6361,46381,2010,25,11,1
"11/25/2010",0,0,1e+05,"TN",35.8464,-88.867,35.8481,-88.8563,46101,2010,25,11,1
"11/26/2010",0,1,1e+05,"LA",30.4932,-92.1891,30.514,-92.1623,46381,2010,26,11,1
"11/29/2010",0,0,750000,"LA",31.7947,-92.808,31.9479,-92.6528,45412,2010,29,11,1
"11/29/2010",0,0,0,"MO",39.7901,-93.7416,39.7928,-93.7366,46040,2010,29,11,1
"11/29/2010",0,0,0,"MS",32.8764,-90.7433,32.9108,-90.697,46113,2010,29,11,1
"11/30/2010",0,0,145000,"AL",33.553,-88.1022,33.566,-88.0842,46558,2010,30,11,1
"11/30/2010",0,0,5e+06,"GA",34.0426,-83.9505,34.0695,-83.9331,45968,2010,30,11,1
"11/30/2010",0,0,5000,"LA",30.42,-92.1662,30.4236,-92.1494,46405,2010,30,11,1
"11/30/2010",0,0,9e+05,"MS",32.0123,-89.6019,32.0993,-89.444,46113,2010,30,11,1
"11/30/2010",0,0,1500000,"SC",34.829,-82.605,34.863,-82.583,46362,2010,30,11,1
"12/01/2010",0,0,10000,"MD",38.6262,-76.9655,38.6553,-76.9447,46550,2010,1,12,1
"12/14/2010",0,2,1200000,"OR",44.8398,-122.8789,44.8643,-122.835,46909,2010,14,12,1
"12/30/2010",0,0,50000,"MO",36.5254,-93.4262,36.5285,-93.4238,45948,2010,30,12,1
"12/31/2010",4,7,1500000,"AR",36.0176,-94.5374,36.0999,-94.4211,46130,2010,31,12,1
"12/31/2010",0,0,0,"IL",39.3114,-90.7808,39.3425,-90.7258,45931,2010,31,12,1
"12/31/2010",0,0,20000,"LA",31.4846,-92.2055,31.4856,-92.1992,45911,2010,31,12,1
"12/31/2010",0,0,750000,"MO",36.616,-93.3498,36.6381,-93.3338,45948,2010,31,12,1
"12/31/2010",0,0,110000,"MS",32.2939,-90.8702,32.3193,-90.8171,46189,2010,31,12,1
"12/31/2010",0,0,60000,"OK",35.9977,-94.5655,36.0176,-94.5374,46132,2010,31,12,1
